,Name,Calories,Type
1528,Camarão Grelhado (Vivenda do Camarão),69,1 prato (140g)
1529,Arroz Branco (Vivenda do Camarão),271,1 porção (200g)
1530,Risoto Milanês de Camarão (Vivenda do Camarão),616,1 prato (440g)
1531,Peixe Empanado (Vivenda do Camarão),531,1 porção (170g)
1532,Camarão Ao 4 Queijos (Vivenda do Camarão),506,1 porção (230g)
1533,Peixe Empanado Ao Molho de Camarão (Vivenda do Camarão),606,1 porção (315g)
1534,Batata Frita (Vivenda do Camarão),456,1 porção (156g)
1535,Cenoura (Spoleto),6,1 pegada (15g)
1536,Milho (Spoleto),15,1 pegada (15g)
1537,Azeite (Spoleto),62,1 colher sobremesa rasa (5g)
1538,Abobrinha Cozida (Spoleto),3,1 pegada (15g)
1539,Molho Branco (Spoleto),104,2 conchas
1540,Carne de Sol (Spoleto),26,1 pegada (15g)
1541,Calabresa (Spoleto),53,1 pegada (15g)
1542,Camarão Cozido (Spoleto),10,1 pegada (15g)
1543,Alho-Poró (Spoleto),8,1 pegada (15g)
1544,Tomate Seco (Spoleto),66,1 pegada (15g)
1545,Molho Quatro Queijos (Spoleto),142,2 conchas (150g)
1546,Peito de Frango Desfiado (Spoleto),21,1 pegada (15g)
1547,Berinjela Cozida (Spoleto),3,1 pegada (15g)
1548,Brócolis (Spoleto),3,1 pegada (15g)
1549,Torrada Temperada (Spoleto),46,5 unidades (20g)
1550,Ervilha (Spoleto),12,1 pegada (15g)
1551,Lasanha Bolonhesa (Spoleto),507,1 porção (300g)
1552,Tomate (Spoleto),2,1 pegada (15g)
1553,Queijo Gorgonzola (Spoleto),52,1 pegada (15g)
1554,Polpettone de Carne (Spoleto),280,1 polpetone (150g)
1555,Sonho com Doce de Leite (Angeloni),109,1/2 unidade (30g)
1556,Rocambole Doce de Leite (Angeloni),189,1 fatia (60g)
1557,Mil Folhas (Angeloni),114,1 porção (50g)
1558,Pão de Cachorro Quente (Angeloni),289,2 unidades (50g)
1559,Pão Francês Amanteigado (Angeloni),163,1 unidade (50g)
1560,Pão de Hambúrguer (Angeloni),167,2 pães (50g)
1561,Strudell de Maçã (Angeloni),131,1 pedaço (40g)
1562,Cavaquinho (Angeloni),118,1 porção (40g)
1563,Pão Cervejinha (Angeloni),136,1 unidade (50g)
1564,Doguinho (Angeloni),111,1 unidade (40g)
1565,Grissini Parmesão (Angeloni),107,3 unidades (30g)
1566,Contra Filé (Angeloni),239,100g
1567,Pao Semi Italiano (Angeloni),122,1 porção (50g)
1568,Pão de Queijo Parmesão (Angeloni),147,1 unidade (50g)
1569,Pão Melão (Angeloni),188,1 porção (60g)
1570,Macron (Angeloni),125,1 unidade  (25g)
1571,Bolo Mesclado (Angeloni),175,1 porção (60g)
1572,Pão Caseiro Baixa Lactose (Angeloni),120,1 porção (2 fatias) (50g)
1573,Pão Amanteigado (Angeloni),315,1 unidade (50g)
1574,Folhado Napolitano Verduras (Angeloni),116,1 porção (40g)
1575,Castanha do Pará (Bourbon),195,6 unidades (30g)
1576,Ameixa Preta sem Caroço (Bourbon),30,100g
1577,Biscoito Três Queijos (Bourbon),132,2 unidades (50g)
1578,Choco Brownie (Bourbon),68,1 brownie (14g)
1579,Granola Salgada (Wraps),79,1 colher de sopa (15g)
1580,Salada Verde (Wraps),204,1 porção
1581,Gaspacho Light (Wraps),108,1 porção
1582,Wrap Viking (Wraps),215,1 wrap
1583,Wrap Yankee (Wraps),480,1 porção
1584,Wraps Cigano (Wraps),221,1/2 porção
1585,Shot de Abacaxi (Wraps),23,1 shot (35ml)
1586,Salada Caesar Entrada (Wraps),191,1 porção
1587,Smoothie Itaparica (Wraps),175,1 copo (330ml)
1588,Frozen Yogurt (Yogoberry),88,100g
1589,Diet (Yogoberry),69,100g
1590,Frozen Yogurt de Caramelo (Yogoberry),130,1 copo pequeno (120g)
1591,Pão Francês (Bistek),109,1 unidade (50g)
1592,Uva Passa Preta (Bistek),80,1 porção (30g)
1593,Presunto Cozido sem Gordura (Bistek),37,3 fatias (40g)
1594,Pão de Queijo (Bistek),79,1 unidade (25g)
1595,Escondidinho de Batata Doce com Frango (Dita Marmita),546,1 unidade (400g)
1596,Frango com Mix de Legumes (Dita Marmita),284,1 unidade (300g)
1597,Pão de Queijo com Batata Doce e Chia (Dita Marmita),97,1 unidade (40g)
1598,Couve Flor (Carrefour),23,100g
1599,Mini Pão Francês (Carrefour),68,1 unidade (25g)
1600,Pão de Hambúrguer (Carrefour),125,1 porção (60g)
1601,Uva sem Sementes (Carrefour),53,100g
1602,Rosca de Coco (Carrefour),153,1 porção (50g)
1603,Sonho Doce de Leite (Carrefour),216,1 unidade (40g)
1604,Ovo (Carrefour),83,1 porção (55g)
1605,Filet Saint Peter (Carrefour),121,100g
1606,Pepino em Conserva (Carrefour),11,5 unidades (50g)
1607,Carne Moída de Alcatra (Carrefour),163,100g
1608,Pão Francês Integral (Carrefour),130,1 1/2 unidades (75g)
1609,Pão Caseiro (Carrefour),179,1 1/2 fatias (50g)
1610,Pão Sovado (Carrefour),114,1 fatia (50g)
1611,Pão de Semolina (Carrefour),117,1 fatia (30g)
1612,Ameixa Seca sem Caroço (Carrefour),120,10 unidades (50g)
1613,Pão de Pizza (Carrefour),129,1 unidade (40g)
1614,Biscoito Chipa (Carrefour),155,1 unidade (50g)
1615,Pão de Queijo (Carrefour),138,2 unidades (50g)
1616,Pao Hot Dog (Carrefour),137,1 porção  (50g)
1617,Frango Assado (Carrefour),239,100g
1618,Batata Palha Extra Fina (BH),107,1/2 xícara de chá (17g)
1619,Pão de Queijo (BH),117,4 unidades (50g)
1620,Biscoito Maisena (BH),132,6 unidades (30g)
1621,Feijão Carioca (BH),159,1/2 xícara de chá (60g)
1622,Leite Integral (BH),113,1 copo (200ml)
1623,Leite Desnatado (BH),61,1 copo (200ml)
1624,Lasanha Congelada à Bolonhesa (BH),413,1 porção (300g)
1625,Cream Cracker (BH),124,6 biscoitos (30g)
1626,Bisnaguinha (BH),159,2 unidades (50g)
1627,Biscoito Água e Sal (BH),124,6 unidades (30g)
1628,Batata Ondulada Tradicional (BH),99,1 xícara de chá  (20g)
1629,Leite Fermentado Desnatado (BH),68,1 unidade (80g)
1630,Pizza (BH),191,100g
1631,Pão de Forma (BH),133,2 fatias (50g)
1632,Pipoca (BH),82,1 xicara (25g)
1633,Farinha de Trigo (BH),169,1/2 xicara (50g)
1634,Wafer Sabor Chocolate (BH),173,4 unidades (30g)
1635,Suco de Uva (BH),35,1 copo (200ml)
1636,Tomate Picado (Casino),26,1 porção (130g)
1637,Passata de Tomate (Casino),19,3 colheres de sopa (60g)
1638,Tomate Pelado (Casino),26,1/2 xícara de chá (130g)
1639,Palmiers (Casino),88,2 biscoitos (17g)
1640,Creme de Avelã com Cacau (Casino),107,1 colher de sopa (20g)
1641,Biscoito Waffle Amanteigado (Casino),148,3 biscoitos  (30g)
1642,Biscoito de Manteiga com Cobertura de Chocolate Ao Leite (Casino),151,2 1/2 unidades (30g)
1643,Biscoito Amanteigado com Cobertura de Chocolate Meio Amargo (Casino),146,2 1/2 unidades (30g)
1644,Presunto Cru Italiano Fatiado (Casino),127,3 fatias (40g)
1645,Chocolate Amargo 85% Cacau (Casino),139,1/4 unidade (25g)
1646,Biscoito Recheado de Chocolate e Avelã (Casino),155,3 unidades (30g)
1647,Geléia de Framboesa (Casino),49,1 colher de sopa (20g)
1648,Lichias em Calda (Casino),115,5 unidades (140g)
1649,Mention Bien (Casino),146,2 1/2 bolachas (30g)
1650,Chocolate Amargo com Amêndoas (Casino),143,1 porção (25g)
1651,Chocolate Amargo com Flor de Sal (Casino),124,1/4 barra (25g)
1652,Duo Creme de Avelã com Cacau (Casino),105,1 porção (20g)
1653,Passata de Tomate com Manjericão (Casino),15,3 colheres de sopa (60g)
1654,Macarrão Serpentini (Casino),283,1 porção (80g)
1655,Noir Degustation 70% Cacao Intense (Casino),131,1 porção (25g)
1656,Açúcar Mascavo (Condor),107,2 colheres de sopa (30g)
1657,Pão Integral (Condor),141,2 fatias (50g)
1658,Farinha Láctea (Condor),119,3 colheres de sopa (30g)
1659,Pão de Forma (Condor),141,2 fatias (50g)
1660,Pizza de Calabresa (Condor),234,100g
1661,Chocotone (Condor),316,1 porção (80g)
1662,Pão de Hambúrguer (Condor),320,100g
1663,Macarrão Integral (Condor),280,1 porção (80g)
1664,Pão de Leite (Condor),149,2 1/2 fatias (50g)
1665,Salada de Frutas sem Açúcar (Guanabara),49,100g
1666,Cavaca de Milho (Guanabara),120,1 unidade (50g)
1667,Pão de Batata Recheado (Guanabara),190,1 unidade (50g)
1668,Pão Francês (Guanabara),80,1 pão (40g)
1669,Bife de Res a Milanesa (Guanabara),183,100g
1670,Pão Francês Integral (Guanabara),108,1 pão (50g)
1671,Pão Coiozinho (Guanabara),80,1 unidade (25g)
1672,Pão de Leite (Guanabara),130,1 porção  (50g)
1673,Pão de Forma (Guanabara),90,1 fatia (25g)
1674,Pão Integral (Guanabara),90,1 fatia (25g)
1675,Pão Sovado (Guanabara),150,1 porção (50g)
1676,Bisnaguinha (Guanabara),70,1 porção (20g)
1677,Broa de Milho (Guanabara),140,1 fatia (40g)
1678,Bolo Nega Maluca (Giassi),209,1 fatia (60g)
1679,Pão Doce Liso (Giassi),199,2 pedaços (80g)
1680,Pão Ciabata Tradicional (Giassi),160,1 fatia (80g)
1681,Bolo Cuca Alemã Goiabada (Giassi),119,1 porção (64g)
1682,Feijão Preto (Giassi),97,1 porção (60g)
1683,Bolo de Chocolate Mesclado (Giassi),133,1 fatia (50g)
1684,Baguete Francesa (Giassi),215,1 fatia (90g)
1685,Bolo de Limão (Giassi),90,1 fatia (64g)
1686,Rosquinha de Polvilho (Giassi),27,8 unidades (10g)
1687,Broa de Polvilho (Giassi),94,2 unidades (30g)
1688,Rosca de Polvilho Light (Giassi),230,100g
1689,Maria Mole (Giassi),26,1 unidade (10g)
1690,Pão Cuca Integral (Giassi),191,1 porção (60g)
1691,Sanduíche Frio Integral (Giassi),238,1 porçao (200g)
1692,Queijo Mussarela Fatiado (Giassi),96,1 fatia (30g)
1693,Patê de Calabresa (Giassi),25,1 colher de sopa (10g)
1694,Pão Francês (Giassi),135,1 porção (50g)
1695,Pão de Queijo (50g) (Giassi),175,1 unidade (50g)
1696,Pão de Queijo (35g) (Giassi),106,1 unidade (35g)
1697,Pão Minuto Liso (Giassi),129,1 porção (52g)
1698,Rosca de Polvilho Salgada (Imperatriz),74,1 porção (40g)
1699,Bolo de Aipim Cremoso (Imperatriz),170,1 fatia (60g)
1700,Pão de Queijo (Imperatriz),68,1 unidade (60g)
1701,Maçã (Great Value),52,100g
1702,Nozes sem Casca (Great Value),100,4 unidades (15g)
1703,Biscoito Amanteigado (Great Value),143,3 unidades (30g)
1704,Mix de 4 Legumes (Great Value),59,1 xícara de chá (130g)
1705,Uva Fina de Mesa (Great Value),53,100g
1706,Coxinha de Frango (Great Value),65,1 1/2 unidade (40g)
1707,Azeite de Oliva Extra Virgem (Great Value),108,1 colher de sopa  (13ml)
1708,Ovo Vermelho Classe a (Great Value),74,1 porção (50g)
1709,Chocolate com Avelã (Great Value),131,1/4 unidade (25g)
1710,Mix de Legumes (Great Value),25,2 xícaras de chá (130g)
1711,Truffles (Great Value),147,2 1/2 unidades (25g)
1712,Uva-Passa Escura sem Semente (Great Value),90,3 colheres de sopa (30g)
1713,Azeitona Verde com Caroço (Great Value),28,6 unidades (20g)
1714,Bacon em Fatias (Great Value),45,1 fatia (10g)
1715,Creme de Avelã e Cacau (Great Value),105,1 colher de sopa (20g)
1716,Batata Palito (Great Value),78,1 xícara (85g)
1717,Geleia de Morango Zero (Great Value),11,100g
1718,Cappuccino Caramelo (Great Value),80,2 colheres de sopa (20g)
1719,Queijo Processado Sabor Cheddar (Great Value),87,1 1/2 fatias (30g)
1720,Polpa de Morango (Great Value),40,100g
1721,Fígado Bovino (Extra),130,100g
1722,Feijão Tropeiro (Extra),422,100g
1723,Frango Assado (Extra),188,100g
1724,Pão Francês (Extra),112,1 unidade (50g)
1725,Pão Suíço (Extra),96,1 unidade (50g)
1726,Pão Sovado (Extra),105,1 fatia (50g)
1727,Pão de Leite (Extra),105,1 porção (50g)
1728,Uva Rubi (Extra),49,100g
1729,Pão Francês Integral (Extra),97,1 porção (30g)
1730,Miolo de Acém (Extra),101,1 pedaço (70g)
1731,Pão Italiano (Extra),100,100g
1732,Mussarela (Extra),97,1 porção (30g)
1733,Charque Dianteiro (Extra),40,1 porção (30g)
1734,Inhame (Extra),113,2 porções 
1735,Pão Hot Dog (Extra),123,1 unidade (50g)
1736,Salada de Feijão Branco (Extra),178,1 porção (50g)
1737,Pão de Cará (Extra),104,1 unidade  (50g)
1738,Mini Pão Francês (Extra),173,2 unidades (50g)
1739,Pão de Batata com Requeijão (Extra),155,1 fatia (50g)
1740,Pão de Pizza (Extra),130,1 fatia (50g)
1741,Chipa (Festval),238,1 unidade (70g)
1742,Pão de Queijo Provolone (Festval),92,1 unidade (35g)
1743,Sanduíche Natural (Festval),365,1 porção (170g)
1744,Pão de Queijo (Festval),138,1 porção (50g)
1745,Strudel de Banana (Festval),248,1 unidade (65g)
1746,Suco de Laranja (Festval),72,1 copo (200ml)
1747,Salada de Frango (Festval),183,1 porção (130g)
1748,Brownie Triplo Chocolate (Festval),234,1 porção (50g)
1749,Pão de Forma Integral (Festval),126,2 fatias (50g)
1750,Folhado de Coco (Festval),223,1 porção (50g)
1751,Pizza Frango com Catupiry (Festval),206,1/2 pizza (80g)
1752,Pão Mini de Cenoura (Festval),125,2 unidades (50g)
1753,Pão de Hambúrguer (Festval),161,1 e ½ unidades (50g)
1754,Pizza 4 Queijos (Festval),292,1 fatia (90g)
1755,Pão de Queijo Tradicional (DIA),125,2 unidades (50g)
1756,Manga Rosa (DIA),70,100g
1757,Manga Espada (DIA),72,100g
1758,Bolacha de Maisena (DIA),121,6 biscoitos (30g)
1759,Biscoito Amanteigado com Goiabada (DIA),141,4 unidades (30g)
1760,Cajá Manga (DIA),46,100g
1761,Pescada Branca (DIA),111,100g
1762,Filezinho Grelhado (DIA),117,100g
1763,Pão de Forma Tradicional (DIA),147,2 fatias (50g)
1764,Pão Francês (DIA),120,1 unidade (50g)
1765,Macarrão Espaguete (DIA),280,1 prato (80g)
1766,Mix 4 Legumes (DIA),69,1 porção (130g)
1767,Queijo Mussarela (DIA),102,1 fatia (30g)
1768,Pão Integral (DIA),143,2 fatias (50g)
1769,Requeijão Light (DIA),59,1 colher de sopa (30g)
1770,Iogurte Natural Desnatado (DIA),52,1 unidade (170g)
1771,Creme de Avelã (DIA),105,1 colher de sopa (20g)
1772,Linguiça tipo Calabresa Cozida e Defumada (DIA),136,1/3 unidade (50g)
1773,Patinho Moído (DIA),220,100g
1774,Pão Sovado (DIA),148,1 porção (50g)
1775,Maionese tipo Caseira (Liza),37,1 colher de sopa (12g)
1776,Maionese (Liza),21,1 colher de sopa (12g)
1777,Óleo de Soja (Liza),108,1 colher de sopa (13g)
1778,Molho Caesar (Liza),26,1 colher de sopa (13ml)
1779,Molho para Salada Rosé (Liza),26,1 colher de sopa (13ml)
1780,Maionese Light (Liza),21,1 colher de sopa (12g)
1781,Molho para Salada Queijos (Liza),25,1 colher de sopa (13ml)
1782,Molho para Salada Mostarda e Mel (Liza),14,1 colher de sopa (12g)
1783,Maionese Caseira (Liza),37,1 colher de sopa (12g)
1784,Molho para Salada Limão (Liza),19,1 colher de sopa (13ml)
1785,Molho Caseiro (Liza),21,1 colher de sopa (13ml)
1786,Óleo de Milho (Liza),108,1 colher de sopa (13ml)
1787,Óleo de Girassol (Liza),108,1 porção (13ml)
1788,Maionese Ervas Finas (Liza),23,1 colher de sopa (12g)
1789,Molho para Salada Balsâmico (Liza),13,1 colher de sopa (12g)
1790,Molho para Salada Sabor Iogurte (Liza),27,1 colher de sopa (13ml)
1791,Molho Caseiro Light (Liza),16,1 colher de sopa (13ml)
1792,Maionese Sabor Queijo (Liza),23,1 porção (12g)
1793,Maionese Atum (Liza),26,1 colher de sopa (12g)
1794,Cebola Roxa (Mateus),45,1 unidade
1795,Pão de Leite (Mateus),136,2 fatias (50g)
1796,Pão Francês (Mateus),105,1 unidade (50g)
1797,Pão de Forma Integral (Mateus),66,1 fatia (25g)
1798,Pão Preto (Mateus),85,1 fatia  (25g)
1799,Pão de Forma (Mateus),154,2 fatias (50g)
1800,Bisnaguinha de Leite (Mateus),353,100g
1801,Guioza de Frango (Hirota),88,2 unidades (70g)
1802,Combinado Temaki Sushi (Hirota),294,100g
1803,Combinado Misto 290G (Hirota),246,1 porção (290g)
1804,Patinho Moído (Hirota),140,100g
1805,Hambúrguer Fit (Hirota),120,1 porção (125g)
1806,Sopa Cenoura com Gengibre (Hirota),26,100g
1807,Pãozinho de Leite (Muffato),150,1 1/2 porção (50g)
1808,Bolo Simples de Coco (Muffato),190,1 fatia (60g)
1809,Bolo Prestigio (Muffato),192,1 fatia (60g)
1810,Mini Sonho Goiaba (Muffato),194,4 unidades (60g)
1811,Bolo Simples de Amendoim (Muffato),234,1 fatia (60g)
1812,Pão de Queijo (Muffato),90,1 unidade (50g)
1813,Panetone Tradicional (Muffato),124,1 fatia (32g)
1814,Sanduiche Natural de Frango (Muffato),184,100g
1815,Pão Caseiro (Muffato),126,1 fatia (50g)
1816,Baguete de Frango (Muffato),215,100g
1817,Pão de Batata Doce (Muffato),104,1 porção (50g)
1818,Torta de Limão (Muffato),181,1/2 fatia (60g)
1819,Tortelete de Limão (Muffato),158,1 fatia (50g)
1820,Bolo Simples de Chocolate (Muffato),220,1 fatia (60g)
1821,Torta de Frango (Muffato),168,1 porção (125g)
1822,Pão de Leite (Muffato),71,1 fatia (23g)
1823,Bolo de Fubá (Muffato),183,1 fatia (60g)
1824,Torta de Amendoim (Muffato),192,1/2 fatia (60g)
1825,Pão Francês (Muffato),126,1 porção (50g)
1826,Pão de Hambúrguer (Muffato),232,1 unidade  (83g)
1827,Biscoito de Polvilho com Queijo (Nordestão),95,1 porçao (10unid) (30g)
1828,Pão Australiano (Nordestão),63,1 unidade (30g)
1829,Pão Integral (Nordestão),90,2 fatias (50g)
1830,Pão de Forma Integral (Nordestão),90,2 fatias (50g)
1831,Castanha de Caju (Oba),86,7 unidades  (15g)
1832,Coco Fresco em Lasca (Oba),79,2 undiades (12g)
1833,Abóbora Cabotia (Oba),39,100g
1834,Suco de Melancia (Oba),60,1 copo (200ml)
1835,Castanha do Pará (Oba),98,2 castanhas  (15g)
1836,Suco de Abacaxi & Couve (Oba),88,1 copo (200ml)
1837,Bolo Caçarola Italiana (Oba),186,1 fatia (60g)
1838,Água de Coco (Oba),38,1 copo  (200ml)
1839,Caldo Verde (Oba),163,1 porção (250g)
1840,Salada de Frutas (Oba),52,100g
1841,Palmito Rodela (Oba),50,100g
1842,Salada de Bacalhau (Oba),158,100g
1843,Hambúrguer (Oba),289,1 unidade (120g)
1844,Tapioca (Oba),64,2 colheres de sopa (30g)
1845,Açaí com Guaraná e Banana (Oba),200,1 copo  (200ml)
1846,Hambúrguer de Costela Bovina (Oba),715,1 porção (210g)
1847,Almôndegas de Carne (Oba),244,100g
1848,"Suco de Maçã, Abacaxi e Gengibre (Oba)",91,1 copo (200ml)
1849,Hambúrguer de Picanha (Oba),556,1 porção (210g)
1850,Água de Coco (Oba),19,100ml
1851,Queijo Muçarela (Prezunic),127,2 fatias (40g)
1852,Bolo de Milho Verde (Prezunic),53,2 fatias (40g)
1853,Queijo Prato (Prezunic),53,1 fatia (15g)
1854,Pão Calabresa com Queijo (Prezunic),110,1 porção (50g)
1855,Pão de Hambúrguer (Prezunic),150,1 unidade (50g)
1856,Pão de Milho (Prezunic),130,2 fatias (50g)
1857,Requeijão Light (Prezunic),50,1 porção (30g)
1858,Milho de Pipoca (Prezunic),77,1 xicara de cha (25g)
1859,Pão de Forma (Prezunic),150,2 fatias (50g)
1860,Doce Amendoim Saborita (Prezunic),65,1 porção (20g)
1861,Aveia em Flocos Finos (Prezunic),120,2 colheres de sopa (30g)
1862,Farinha de Aveia (Prezunic),200,1/2 xícara de chá (50g)
1863,Atum Sólido Ao Natural (Prezunic),55,3 colheres de sopa (60g)
1864,Queijo Parmesão Ralado (Prezunic),50,1 colher de sopa (10g)
1865,Creme de Avelã com Cacau (Prezunic),105,1 colher de sopa (20g)
1866,Goiabada (Prezunic),124,100g
1867,Pão de Tomate Seco (Prezunic),130,2 fatias (50g)
1868,Pão Light de Linhaça (Prezunic),129,2 fatias  (50g)
1869,Pão Light Integral (Prezunic),108,2 fatias (50g)
1870,Pão Light Multigrãos (Prezunic),115,2 fatias (50g)
1871,Brócolis Alho e Óleo (Pão de Açúcar),158,100g
1872,Torta de Frango (Pão de Açúcar),148,1 pedaço (60g)
1873,Medalhão de Filé Mignon (Pão de Açúcar),142,100g
1874,Torta de Presunto e Queijo (Pão de Açúcar),216,1 fatia (60g)
1875,Torta de Palmito (Pão de Açúcar),139,1 fatia (60g)
1876,Berinjela Recheada com Carne Moída (Pão de Açúcar),230,100g
1877,Polenta Frita (Pão de Açúcar),237,100g
1878,Kibe Assado (Pão de Açúcar),75,1 porção (40g)
1879,Mousse de Chocolate (Pão de Açúcar),213,100g
1880,Sonho de Chocolate (Pão de Açúcar),191,1 pedaço  (100g)
1881,Hossomaki de Salmão (Pão de Açúcar),119,1 porção (140g)
1882,Croissant (Pão de Açúcar),164,1 unidade (50g)
1883,Sonho de Baunilha (Pão de Açúcar),184,100g
1884,Pão Rústico Tradicional (Pão de Açúcar),128,1/4 peça  (75g)
1885,Legumes Salteados (Pão de Açúcar),60,1/4 xícara (50g)
1886,Quiche de Alho Poró (Pão de Açúcar),160,1 fatia (40g)
1887,Salada Caprese Contemporânea (Pão de Açúcar),63,1/4 xícara (50g)
1888,Uramaki Skin (Pão de Açúcar),69,1 porção (160g)
1889,Torta de Espinafre com Ricota (Pão de Açúcar),143,1 fatia (60g)
1890,Sanduíche de Presunto e Queijo (Pão de Açúcar),292,1/2 sanduíche (150g)
1891,Rosbife Temperado (Quitanda),253,100g
1892,Queijo Minas Frescal Light (Quitanda),56,1 fatia (30g)
1893,Biscoito de Polvilho com Queijo (Pastorinho),79,1 porção (30g)
1894,Uva sem Semente Crimson (Qualitá),53,100g
1895,Tomate Cereja (Qualitá),10,1/2 xícara de chá (50g)
1896,Maçã (Qualitá),70,1 maçã pequena (135g)
1897,Nozes sem Casca (Qualitá),100,1 colher de sopa (15g)
1898,Abacaxi em Cubos (Qualitá),64,1 pote (120g)
1899,Uva sem Semente (Qualitá),54,100g
1900,Uva Niagara (Qualitá),68,100g
1901,Chipa de Queijo (Qualitá),167,1 unidade (50g)
1902,Palmito Açaí (Qualitá),11,1 unidade (50g)
1903,Feijão Carioca (Qualitá),43,100g
1904,Uva com Sementes (Qualitá),27,1/2 xícara de chá (50g)
1905,Ovo tipo Extra Branco (Qualitá),100,1 unidade (60g)
1906,Uva Passa Clara sem Semente (Qualitá),90,2 colheres de sopa (30g)
1907,Queijo Muçarela (Qualitá),103,1 porção (30g)
1908,Pera Portuguesa (Qualitá),56,100g
1909,Uva sem Sementes (Qualitá),54,100g
1910,Ovo Caipira (Qualitá),92,1 unidade (55g)
1911,Torta de Frango com Requeijão (Qualitá),361,1 fatia (125g)
1912,Biscoito de Polvilho (Qualitá),138,25 unidades (30g)
1913,Pernil Suíno Temperado (Qualitá),94,100g
1914,Castanha de Caju (Member's Mark),91,6 unidades (15g)
1915,Mini Baguete (Member's Mark),130,1/2 unidade (50g)
1916,Azeitonas Gordal (Member's Mark),22,2 unidades (20g)
1917,Mil Folhas (Member's Mark),158,3 unidades (30g)
1918,Passata Tomate Cereja (Member's Mark),18,3 colheres de sopa (60g)
1919,Belgian Truffles Tradicional (Member's Mark),143,1 1/2 unidades (25g)
1920,Mini Pão Francês Integral (Member's Mark),121,2 unidades (50g)
1921,Sfogliatine (Member's Mark),166,3 unidades (30g)
1922,Mini Baguete com Gergelim (Member's Mark),143,1/2 unidade (50g)
1923,Requeijão Cremoso (Member's Mark),73,1 colher de sopa (30g)
1924,Castanha do Pará (Member's Mark),98,4 unidades (15g)
1925,Torrada Integral (Member's Mark),112,4 torradas (30g)
1926,Palmito Pupunha (Member's Mark),12,1 unidade (50g)
1927,Creme de Avelã Duo (Member's Mark),116,1 colher de sopa (20g)
1928,Trufa com Pedaços de Cacau (Member's Mark),153,2 e 1/2 unidades (25g)
1929,Creme de Chocolate Duo Cookies (Member's Mark),117,1 colher de sopa (20g)
1930,Azeite de Oliva Extra Virgem (Member's Mark),108,1 colher de sopa (13ml)
1931,Requeijão Cremoso Light (Member's Mark),46,1 porção (30g)
1932,Waffle de Caramelo (Member's Mark),128,1 porção (30g)
1933,Biscoito de Polvilho Salgado (Member's Mark),138,25 unidades (30g)
1934,Pão Delícia (Rissul),78,1 unidade (20g)
1935,Bolo de Fubá (Rissul),180,100g
1936,Rosquinha de Polvilho e Queijo (Rissul),211,100g
1937,Quiche de Alho Poro (St. Marche),228,100g
1938,Pão Francês Integral (St. Marche),116,1 unidade (50g)
1939,Bolo de Coco Gelado (St. Marche),386,1 unidade (150g)
1940,Pão de Leite (St. Marche),87,1 unidade  (30g)
1941,Chipa (St. Marche),118,1 unidade (40g)
1942,Kibe Assado (St. Marche),195,100g
1943,Torta de Palmito (St. Marche),198,100g
1944,Sanduiche Frango com Cream Cheese (St. Marche),324,1 porção (160g)
1945,Torta de Frango com Catupiry (St. Marche),239,100g
1946,Rosca de Leite Condensado com Chocolate (St. Marche),151,4 biscoitos  (30g)
1947,Quiche Lorraine (St. Marche),330,100g
1948,Bolo de Banana com Nozes (St. Marche),220,1 fatia (60g)
1949,Castanha de Caju sem Sal (St. Marche),57,1 colher de sopa (15g)
1950,Pāo de Hot Dog Mini (St. Marche),140,1 porção (50g)
1951,Pão de Queijo (St. Marche),151,2 unidades (50g)
1952,Homus (St. Marche),111,2 colheres de sopa (60g)
1953,Pão Francês (St. Marche),177,1 unidade (80g)
1954,Pão de Queijo (St. Marche),111,1 unidade (40g)
1955,Bolo de Chocolate (St. Marche),225,1 porção (60g)
1956,Hambúrguer de Salmão (St. Marche),175,1 unidade  (152g)
1957,Pão de Milho (Shibata),117,1 unidade (40g)
1958,Pão Careca (Shibata),102,1 porção (35g)
1959,Pão Francês Integral (Shibata),129,1 fatia (50g)
1960,Pão de Mandioquinha (Shibata),99,1 porção (35g)
1961,Pão Francês Fibras (Shibata),78,1 unidade (60g)
1962,Pão de Cenoura (Shibata),99,1 unidade (35g)
1963,Pão de Gema (Shibata),147,1 porção  (55g)
1964,Chocotone Bolinha (Shibata),150,1 unidade (50g)
1965,Panettone (Shibata),143,1 fatia   (50g)
1966,Mix de Castanhas (Verde Mar),85,1 porção (15g)
1967,Financier Chocolate (Verde Mar),92,3 unidades (21g)
1968,Iogurte Whey Coco (Verde Mar),63,100g
1969,Queijo Minas Padrão Light (Verde Mar),90,1 fatia (30g)
1970,Queijo Mussarela (Walmart),85,1 fatia (30g)
1971,Pão Francês Integral (Walmart),108,1 unidade (50g)
1972,Patinho em Bife (Walmart),142,100g
1973,Pizza de Mussarela (Walmart),122,1 fatia (50g)
1974,Bucho de Boi (Walmart),137,100g
1975,Pão Italiano (Walmart),150,1 fatia (50g)
1976,Pão Recife (Walmart),80,1 fatia  (25g)
1977,Pão de Forma Integral (Walmart),50,1 fatia (25g)
1978,Filé de Peixe Congelado Panga (Walmart),45,1 porção (50g)
1979,Ham Tavern Boar’S (Walmart),60,100g
1980,Pão Mineiro (Tauste),159,2 fatias (50g)
1981,Pão Francês (Tauste),180,1 unidade (50g)
1982,Marmitex Fit 10 (Tauste),505,1 unidade (450g)
1983,Pão da Vovó (Tauste),129,1 porção (40g)
